(557000000001; -3)
(557341587004; -2)
(557342706780; -3)
(557342766768; -2)
(557342906740; -3)
(557343106700; -2)
(557343486624; -3)
(557343526616; -2)
(557343726576; -3)
(557343746572; -2)
(557343786564; -3)
(557343826556; -2)
(557344086514; -3)
(557344126508; -2)
(557347985929; -3)
(557348005926; -2)
(557348065917; -3)
(557348085914; -2)
(557348125908; -3)
(557357224543; -2)
(557358484354; -3)
(557358504351; -2)
(557358604336; -3)
(557358664327; -2)
(557358884294; -3)
(557358984279; -2)
(557359004276; -3)
(557359024273; -2)
(557359064267; -3)
(557360264087; -2)
(557360604036; -3)
(557360664027; -2)
(557360724018; -3)
(557360744015; -2)
(557360784009; -3)
(557362003826; -2)
(557362023823; -3)
(557362063817; -2)
(557362083814; -3)
(557362103811; -2)
(557362123808; -3)
(557362163802; -2)
(557362183799; -3)
(557366003226; -2)
(557366083214; -3)
(557366143205; -2)
(557366163202; -3)
(557366243190; -2)
(557366323178; -3)
(557366343175; -2)
(557366883094; -3)
(557366903091; -2)
(557366943085; -3)
(557366983079; -2)
(557367962932; -3)
(557368202896; -2)
(557370082614; -3)
(557370122608; -2)
(557370162602; -3)
(557377621483; -2)
(557377861447; -3)
(557377961432; -2)
(557377981429; -3)
(557378021423; -2)
(557378061417; -3)
(557378281384; -2)
(557378341375; -3)
(557378401366; -2)
(557378421363; -3)
(557378621333; -2)
(557378641330; -3)
(557378661327; -2)
(557378681324; -3)
(557379101261; -2)
(557379121258; -3)
(557379141255; -2)
(557379161252; -3)
(557379181249; -2)
(557379201246; -3)
(557379261237; -2)
(557383900541; -3)
(557387539995; -2)
(557387579989; -3)
(557387599986; -2)
(557387619983; -3)
(557387679974; -2)
(557388019923; -3)
(557424395705; -2)
(557424415703; -3)
(557424435701; -2)
(557425275617; -3)
(557427735371; -2)
(557427795365; -3)
(557437614383; -2)
(557438374307; -3)
(557438454299; -2)
(557438634281; -3)
(557532189820; -2)
(557532449820; -3)
(557532469820; -2)
(557532489820; -3)
(557532529820; -2)
(557532769820; -3)
(557532789820; -2)
(557532809820; -3)
(557532829820; -2)
(557533489820; -3)
(557533529820; -2)
(557533549820; -3)
(557570490001; -2)
(557570950024; -3)
