(1000000001; 5)
(1002062446; 4)
(1002489591; 5)
(1002491287; 4)
(1010909590; 5)
(1011375087; 4)
(1011375938; 5)
(1011378491; 4)
(1011381044; 5)
(1011400617; 4)
(1011409127; 5)
(1011418488; 4)
(1011419339; 5)
(1011885847; 4)
(1011886699; 5)
(1011887551; 4)
(1011889255; 5)
(1011919927; 4)
(1011932707; 5)
(1011936115; 4)
(1011996607; 5)
(1011998311; 4)
(1011999163; 5)
(1012000015; 4)
(1012000867; 5)
(1012009387; 4)
(1012151671; 5)
(1012152523; 4)
(1012154227; 5)
(1012156783; 4)
(1012164451; 5)
(1012173823; 4)
(1012184899; 5)
(1012189159; 4)
(1012190011; 5)
(1012190863; 4)
(1012201939; 5)
(1012203643; 4)
(1012212163; 5)
(1012220683; 4)
(1012225795; 5)
(1012240279; 4)
(1012241983; 5)
(1012242835; 4)
(1012246243; 5)
(1012259875; 4)
(1012297363; 5)
(1012298215; 4)
(1012299919; 5)
(1012300771; 4)
(1012323775; 5)
(1012324627; 4)
(1012333999; 5)
(1012334851; 4)
(1012338259; 5)
(1012339963; 4)
(1012391935; 5)
(1012396195; 4)
(1012403863; 5)
(1012425163; 4)
(1012426015; 5)
(1012431127; 4)
(1012451575; 5)
(1012458391; 4)
(1012460095; 5)
(1012461799; 4)
(1012468615; 5)
(1016573092; 6)
(1016586756; 5)
(1017093178; 6)
(1017096594; 5)
(1017116236; 6)
(1017119652; 5)
(1017120506; 6)
(1017181994; 5)
(1017182848; 6)
(1017183702; 5)
(1017870318; 6)
(1017874588; 5)
(1017875442; 6)
(1017876296; 5)
(1017887398; 6)
(1017888252; 5)
(1017889106; 6)
(1017890814; 5)
(1017892522; 6)
(1017893376; 5)
(1017894230; 6)
(1018071862; 5)
(1018072716; 6)
(1018075278; 5)
(1018078694; 6)
(1018087234; 5)
(1018088088; 6)
(1018088942; 5)
(1018089796; 6)
(1018090650; 5)
(1018093212; 6)
(1018094066; 5)
(1018094920; 6)
(1020756463; 5)
(1020758173; 6)
(1020759883; 5)
(1020760738; 6)
(1020771853; 5)
(1020776983; 6)
(1020777838; 5)
(1020778693; 6)
(1020781258; 5)
(1039213375; 6)
(1039215101; 5)
(1039357496; 6)
(1039361811; 5)
(1039365263; 6)
(1039377345; 5)
(1039378208; 6)
(1039384249; 5)
(1039749298; 6)
(1039751887; 5)
(1039752750; 6)
(1039754476; 5)
(1039763106; 6)
(1039768284; 5)
(1039769147; 6)
(1039837324; 5)
(1039838187; 6)
