(8000000001; 10)
(8087127410; 11)
(8087129818; 10)
(8087132226; 11)
(8087163530; 10)
(8087226138; 11)
(8087245402; 10)
(8087250218; 11)
(8087257442; 10)
(8087269482; 11)
(8087281522; 10)
(8087356170; 11)
(8087438042; 10)
(8087476570; 11)
(8087495834; 10)
(8087505466; 11)
(8088974549; 10)
(8088984185; 11)
(8088989003; 10)
(8089003457; 11)
(8089135952; 10)
(8089138361; 11)
(8089258811; 10)
(8089261220; 11)
(8089270856; 10)
(8089294946; 11)
(8089302173; 10)
(8089304582; 11)
(8089306991; 10)
(8089311809; 11)
(8089328672; 10)
(8089331081; 11)
(8089357580; 10)
(8089359989; 11)
(8089362398; 10)
(8089367216; 11)
(8089369625; 10)
(8089372034; 11)
(8089755065; 10)
(8089757474; 11)
(8089817699; 10)
(8090000783; 11)
(8103685746; 12)
(8103688157; 11)
(8103719500; 12)
(8103731555; 11)
(8103746021; 12)
(8103748432; 11)
(8103830406; 12)
(8103890681; 11)
(8104052218; 12)
(8104057040; 11)
(8104061862; 12)
(8104136603; 11)
(8104141425; 12)
(8104143836; 11)
(8104146247; 12)
(8104216166; 11)
(8104225810; 12)
(8104237865; 11)
(8104242687; 12)
(8104245098; 11)
(8104430745; 12)
(8104433156; 11)
(8104437978; 12)
(8104457266; 11)
(8104462088; 12)
(8106870677; 11)
(8106873088; 12)
(8106877910; 11)
(8106880321; 12)
(8106894787; 11)
(8106897198; 12)
(8106899609; 11)
(8107198573; 12)
(8107458961; 11)
(8107466194; 12)
(8107475838; 11)
(8108131630; 12)
(8108134041; 11)
(8108138863; 12)
(8108148507; 11)
(8108153329; 12)
(8108155740; 11)
(8108179850; 12)
(8108184672; 11)
(8108194316; 12)
(8108199138; 11)
(8108223248; 12)
(8108228070; 11)
(8108264235; 12)
(8108273879; 11)
(8108278701; 12)
(8108295578; 11)
(8108317277; 12)
(8108322099; 11)
(8108493280; 12)
(8108495691; 11)
(8108498102; 12)
(8108625885; 11)
(8108628296; 12)
(8108645174; 11)
(8108649998; 12)
(8108657234; 11)
(8108715122; 12)
(8108756126; 11)
(8108765774; 12)
(8108768186; 11)
(8108770598; 12)
(8108794718; 11)
(8108797130; 12)
(8108997326; 11)
(8109019034; 12)
(8109047978; 11)
(8109074510; 12)
(8109173402; 11)
(8109178226; 12)
(8109192698; 11)
(8109209582; 12)
(8109211994; 11)
(8109214406; 12)
(8109224054; 11)
(8109226466; 12)
(8109228878; 11)
(8109236114; 12)
(8109749870; 11)
(8109979010; 12)
(8109988658; 11)
(8109991070; 12)
(8109995894; 11)
(8109998306; 12)
(8110003130; 11)
(8133068247; 10)
(8133070662; 11)
(8133080322; 10)
(8133389442; 11)
(8133394272; 10)
(8133401517; 11)
(8133403932; 10)
(8133406347; 11)
(8133413592; 10)
(8133416007; 11)
(8133432912; 10)
(8133464307; 11)
(8133483627; 10)
(8133486042; 11)
(8133488457; 10)
(8133568152; 11)
(8133655092; 10)
(8133696147; 11)
(8133865197; 10)
(8133896592; 11)
(8133947307; 10)
(8180701341; 9)
(8180706185; 10)
(8180740093; 9)
(8180965339; 10)
(8180967761; 9)
(8180970183; 10)
(8180972605; 9)
(8221777427; 10)
(8221808991; 9)
(8221811419; 10)
(8226501185; 9)
(8226525475; 10)
(8226532762; 9)
(8258124893; 10)
(8258154101; 9)
(8258156535; 10)
(8258161403; 9)
(8258163837; 10)
(8258176007; 9)
(8258307443; 10)
(8258309877; 9)
(8258312311; 10)
(8258314745; 9)
(8258317179; 10)
(8258324481; 9)
(8258331783; 10)
(8258341519; 9)
(8258358557; 10)
(8258468087; 9)
(8258524069; 10)
(8258533805; 9)
(8258570315; 10)
(8258577617; 9)
(8258580051; 10)
(8258616561; 9)
(8259612067; 10)
(8259665615; 9)
(8259670483; 10)
(8259685087; 9)
(8259702125; 10)
(8259721597; 9)
(8259753239; 10)
(8259765409; 9)
(8259767843; 10)
(8259772711; 9)
(8259780013; 10)
(8259784881; 9)
(8259797051; 10)
(8259874939; 9)
(8259882241; 10)
(8259933355; 9)
(8263883737; 10)
(8263895907; 9)
(8263898341; 10)
(8267653060; 9)
(8267672540; 10)
(8267674975; 9)
(8267677410; 10)
(8267682280; 9)
(8267757765; 10)
(8268254505; 9)
(8268271550; 10)
(8268276420; 9)
(8268283725; 10)
(8292013824; 9)
(8292018702; 10)
(8292021141; 9)
(8292026019; 10)
(8292028458; 9)
(8292030897; 10)
(8292033336; 9)
(8292043092; 10)
(8292057726; 9)
(8292086994; 10)
(8292223578; 9)
(8292230895; 10)
(8292286992; 9)
(8292294309; 10)
(8292301626; 9)
(8292304065; 10)
(8292306504; 9)
(8292423576; 10)
(8292430893; 9)
(8292438210; 10)
(8292443088; 9)
(8292445527; 10)
(8292455283; 9)
(8292460161; 10)
(8292467478; 9)
(8292545526; 10)
(8292582111; 9)
(8292613818; 10)
(8293091862; 9)
(8293108935; 10)
(8293128447; 9)
(8293133325; 10)
(8316847893; 9)
(8316850335; 10)
(8317509675; 9)
(8317512117; 10)
(8317551189; 9)
(8317705035; 10)
(8317739223; 9)
(8317741665; 10)
(8317746549; 9)
(8317780737; 10)
