(3000000001; 9)
(3002081674; 10)
(3002083141; 9)
(3002093410; 10)
(3003774694; 9)
(3003776162; 10)
(3003777630; 9)
(3003780566; 10)
(3003783502; 9)
(3003786438; 10)
(3003789374; 9)
(3003790842; 10)
(3003795246; 9)
(3003806990; 10)
(3003808458; 9)
(3003994894; 10)
(3004000766; 9)
(3004005170; 10)
(3004008106; 9)
(3004011042; 10)
(3004012510; 9)
(3004225370; 10)
(3004228306; 9)
(3005411514; 10)
(3005493722; 9)
(3005495190; 10)
(3005506934; 9)
(3005508402; 10)
(3005509870; 9)
(3005514274; 10)
(3005515742; 9)
(3005521614; 10)
(3005523082; 9)
(3005528954; 10)
(3005536294; 9)
(3005549506; 10)
(3005561250; 9)
(3005646394; 10)
(3005653734; 9)
(3005655202; 10)
(3005665478; 9)
(3005668414; 10)
(3005683094; 9)
(3005684562; 10)
(3005688966; 9)
(3005690434; 10)
(3005699242; 9)
(3005731538; 10)
(3005737410; 9)
(3005975226; 10)
(3005981098; 9)
(3006634358; 10)
(3006637294; 9)
(3006643166; 10)
(3006657846; 9)
(3010237076; 10)
(3010241483; 9)
(3010247359; 10)
(3010248828; 9)
(3010250297; 10)
(3010264987; 9)
(3010269394; 10)
(3010270863; 9)
(3010273801; 10)
(3010276739; 9)
(3010281146; 10)
(3010282615; 9)
(3010297305; 10)
(3010300243; 9)
(3010303181; 10)
(3010306119; 9)
(3010317871; 10)
(3010319340; 9)
(3010320809; 10)
(3010322278; 9)
(3010323747; 10)
(3010345782; 9)
(3010422170; 10)
(3010428046; 9)
(3010429515; 10)
(3010467709; 9)
(3010472116; 10)
(3010473585; 9)
(3010482399; 10)
(3010483868; 9)
(3010488275; 10)
(3010511779; 9)
(3010513248; 10)
(3010536752; 9)
(3010538221; 10)
(3010548504; 9)
(3010561725; 10)
(3010563194; 9)
(3010566132; 10)
(3010735067; 9)
(3010736536; 10)
(3010748288; 9)
(3010930444; 10)
(3010961293; 9)
(3010967169; 10)
(3010973045; 9)
(3011102317; 10)
(3011103786; 9)
(3011106724; 10)
(3011108193; 9)
(3011119945; 10)
(3011121414; 9)
(3011122883; 10)
(3011125821; 9)
