(204000000001; 1)
(204233587333; 0)
(204233756803; 1)
(204233938378; 0)
(204234095743; 1)
(204234253108; 0)
(204236770948; 1)
(204236807263; 0)
(204236819368; 1)
(204236831473; 0)
(204236843578; 1)
(204237243043; 0)
(204237376198; 1)
(204237388303; 0)
(204237400408; 1)
(204237945133; 0)
(204238029868; 1)
(204238041973; 0)
(204239070898; 1)
(204239119318; 0)
(204239446153; 1)
(204239458258; 0)
(204240644548; 1)
(204240717178; 0)
(204242206093; 1)
(204244784458; 0)
(204244796563; 1)
(204246176533; 0)
(204246212848; 1)
(204246237058; 0)
(204246261268; 1)
(204246285478; 0)
(204246394423; 1)
(204246406528; 0)
(204246430738; 1)
(204246612313; 0)
(204246624418; 1)
(204246672838; 0)
(204246697048; 1)
(204246781783; 0)
(204246830203; 1)
(204246890728; 0)
(204247653343; 1)
(204247677553; 0)
(204247955968; 1)
(204248161753; 0)
(204248185963; 1)
(204248258593; 0)
(204248331223; 1)
(204248343328; 0)
(204248355433; 1)
(204248464378; 0)
(204248488588; 1)
(204248500693; 0)
(204248549113; 1)
(204248561218; 0)
(204251793253; 1)
(204252071668; 0)
(204252120088; 1)
(204252156403; 0)
(204252180613; 1)
(204252229033; 0)
(204252241138; 1)
(204252277453; 0)
(204252313768; 1)
(204252362188; 0)
(204252374293; 1)
(204252386398; 0)
(204252507448; 1)
(204252555868; 0)
(204252652708; 1)
(204252676918; 0)
(204252979543; 1)
(204253003753; 0)
(204253027963; 1)
(204253040068; 0)
(204255061603; 1)
(204255073708; 0)
(204255158443; 1)
(204255182653; 0)
(204255969478; 1)
(204255981583; 0)
(204256066318; 1)
(204374666260; 0)
(204374678369; 1)
(204374690478; 0)
(204383033579; 1)
(204383057797; 0)
(204383082015; 1)
(204383445285; 0)
(204383481612; 1)
(204383493721; 0)
(204383505830; 1)
(204383626920; 0)
(204383639029; 1)
(204471535399; 0)
(204471547511; 1)
(204471559623; 0)
(204478463463; 1)
(204478511911; 0)
(204478548247; 1)
(204478645143; 0)
(204478681479; 1)
(204478742039; 0)
(204478778375; 1)
(204478875271; 0)
(204478972167; 1)
(204479093287; 0)
(204479105399; 1)
(204479299191; 0)
(204484664807; 1)
(204484701143; 0)
(204484713255; 1)
(204484725367; 0)
(204484785927; 1)
(204484967607; 0)
(204485076615; 1)
(204485100839; 0)
(204485125063; 1)
(204485149287; 0)
(204485282519; 1)
(204485343079; 0)
(204488734439; 1)
(204488758663; 0)
(204488770775; 1)
(204488867671; 0)
(204488940343; 1)
(204489000903; 0)
(204489013015; 1)
(204489025127; 0)
(204489037239; 1)
(204489085687; 0)
(204489109911; 1)
(204489158359; 0)
(204489170471; 1)
(204489182583; 0)
(204489376375; 1)
(204489436935; 0)
(204489461159; 1)
(204490248439; 0)
(204490321111; 1)
(204490333223; 0)
(204490345335; 1)
(204490405895; 0)
(204490442231; 1)
(204490490679; 0)
(204490975159; 1)
(204492271143; 0)
(204492283255; 1)
(204492307479; 0)
(204495383927; 1)
(204495662503; 0)
(204495723063; 1)
(204496171207; 0)
(204496183319; 1)
(204496570903; 0)
(204496583015; 1)
(204509398144; 0)
(204509422370; 1)
(204509434483; 0)
(204509507161; 1)
(204509591952; 0)
(204509640404; 1)
(204509652517; 0)
(204509858438; 1)
(204509894777; 0)
(204509906890; 1)
(204510112811; 0)
(204510124924; 1)
(204510149150; 0)
(204510161263; 1)
(204510173376; 0)
(204510197602; 1)
(204510863817; 0)
(204511215094; 1)
(204511227207; 0)
(204511239320; 1)
(204511299885; 0)
(204511311998; 1)
(204511336224; 0)
(204511348337; 1)
(204511360450; 0)
(204511372563; 1)
(204511396789; 0)
(204511433128; 1)
(204511554258; 0)
(204511772292; 1)
(204511784405; 0)
(204511905535; 1)
(204511929761; 0)
(204511941874; 1)
(204511953987; 0)
(204517731888; 1)
(204517744001; 0)
(204517768227; 1)
(204517816679; 0)
(204518107391; 1)
(204518495007; 0)
(204518616137; 1)
(204518688815; 0)
(204518737267; 1)
(204519948567; 0)
(204520263505; 1)
(204520275618; 0)
(204520517878; 1)
(204521632274; 0)
(204521644387; 1)
(204521656500; 0)
(204522831461; 1)
(204522855687; 0)
(204522867800; 1)
(204523001043; 0)
(204525229835; 1)
(204525241948; 0)
(204525278287; 1)
(204525944502; 0)
(204525980841; 1)
(204526562265; 0)
(204526634943; 1)
(204526719734; 0)
(204526731847; 1)
(204526743960; 0)
(204526792412; 1)
(204526816638; 0)
(204529033317; 1)
(204537282418; 0)
(204537415672; 1)
(204537427786; 0)
(204562637020; 1)
(204562649134; 0)
(204562661248; 1)
(204562685476; 0)
(204562709704; 1)
(204563000440; 0)
(204563024668; 1)
(204563678824; 0)
(204574169953; 1)
(204574182068; 0)
(204574218413; 1)
(204574242643; 0)
(204574254758; 1)
(204574266873; 0)
(204574388023; 1)
(204576883713; 0)
(204576895828; 1)
(204576907943; 0)
(204579779198; 1)
(204579827658; 0)
(204579948808; 1)
(204579973038; 0)
(204579997268; 1)
(204580154763; 0)
(204582359693; 1)
(204582396038; 0)
(204582432383; 1)
(204582444498; 0)
(204582468728; 1)
(204582529303; 0)
(204582541418; 1)
(204582614108; 0)
(204582650453; 1)
(204582686798; 0)
(204582844293; 1)
(204582856408; 0)
(204583171398; 1)
(204583195628; 0)
(204594135473; 1)
(204594232393; 0)
(204594244508; 1)
(204594256623; 0)
(204594268738; 1)
(204594305083; 0)
(204638261330; 1)
(204638273447; 0)
(204638334032; 1)
(204638346149; 0)
(204639036818; 1)
(204639048935; 0)
(204639339743; 1)
(204639376094; 0)
(204639388211; 1)
(204641690441; 0)
(204641993366; 1)
(204642005483; 0)
(204642017600; 1)
(204642029717; 0)
(204642441695; 1)
(204643544342; 0)
(204644307713; 1)
(204644331947; 0)
(204644356181; 1)
(204644489468; 0)
(204644501585; 1)
(204644537936; 0)
(204644562170; 1)
(204644574287; 0)
(204644622755; 1)
(204644634872; 0)
(204644768159; 1)
(204644780276; 0)
(204644816627; 1)
(204644828744; 0)
(204644877212; 1)
(204645228605; 0)
(204649505906; 1)
(204699612096; 0)
(204699696922; 1)
(204699733276; 0)
(204701187436; 1)
(204701332852; 0)
(204701344970; 1)
(204780389020; 0)
(204780704166; 1)
(204780728408; 0)
(204780752650; 1)
(204780789013; 0)
(204780946586; 1)
(204780958707; 0)
(204781358700; 1)
(204781382942; 0)
(204781431426; 1)
(204781479910; 0)
(204781504152; 1)
(204781516273; 0)
(204849301306; 1)
(204849313429; 0)
(204849495274; 1)
(204849543766; 0)
(204849580135; 1)
(204849592258; 0)
(204849604381; 1)
(204849664996; 0)
(204851859259; 1)
(204851919874; 0)
(204851992612; 1)
(204852004735; 0)
(204852016858; 1)
(204852028981; 0)
(204852101719; 1)
(204852113842; 0)
(204852125965; 1)
(204855568897; 0)
(204855593143; 1)
(204855956833; 0)
(204856211416; 1)
(204856259908; 0)
(204856272031; 1)
(204856320523; 0)
(204859436134; 1)
(204859472503; 0)
(204859484626; 1)
(204859496749; 0)
(204859557364; 1)
(204859569487; 0)
(204859605856; 1)
(204859617979; 0)
(204859630102; 1)
(204860575696; 0)
(204860587819; 1)
(204860927263; 0)
(204860939386; 1)
(204860951509; 0)
(204863460970; 1)
(204863485216; 0)
(204863497339; 1)
(204863521585; 0)
(204863594323; 1)
(204863606446; 0)
(204864200473; 1)
(204864273211; 0)
(204866176522; 1)
(204869195149; 0)
(204869267887; 1)
(204869376994; 0)
(204870649909; 1)
(204870698401; 0)
(204871231813; 1)
(204871389412; 0)
(204871450027; 1)
(204871547011; 0)
(204871559134; 1)
(204871765225; 0)
(204871777348; 1)
(204877160277; 0)
(204877451253; 1)
(204877475501; 0)
(204877802849; 1)
(204881100577; 0)
(204881173321; 1)
(204881197569; 0)
(204881209693; 1)
(204881221817; 0)
(204892848733; 1)
(204892860857; 0)
(204892933601; 1)
(204892994221; 0)
(204893103337; 1)
(204893394313; 0)
(204893406437; 1)
(204893685289; 0)
(204893697413; 1)
(204893782281; 0)
(204893855025; 1)
(204894352109; 0)
(204894364233; 1)
(204894388481; 0)
(204894667333; 1)
(204895722121; 0)
(204895794865; 1)
(204898365153; 0)
(204964581007; 1)
(204964617385; 0)
(204964920535; 1)
(204964932661; 0)
(204964944787; 1)
(204964956913; 0)
(204964969039; 1)
(204965005417; 0)
(204965017543; 1)
(204965029669; 0)
(204965078173; 1)
(204965163055; 0)
(204965187307; 1)
(204965223685; 0)
(204965563213; 1)
(204965623843; 0)
(204977046727; 1)
(204977058854; 0)
(204977070981; 1)
(204977083108; 0)
(204977095235; 1)
(204977119489; 0)
(204977143743; 1)
(204977155870; 0)
(204977180124; 1)
(204977204378; 0)
(204977240759; 1)
(204977252886; 0)
(204977265013; 1)
(204987657852; 0)
(204987706360; 1)
(204988118678; 0)
(204988179313; 1)
(204988191440; 0)
(204988203567; 1)
(204992411636; 0)
